Professor,Keywords
Paul Campagnola,Contact guidance; Cytoskeleton; ECM; Haptotaxis; Morphology; Ovarian cancer
Paul Campagnola,Breast cancer; Multiphoton microscopy; Nonlinear microscopy techniques; Ovarian cancer; Second harmonic generation (SHG) imaging microscopy
Paul Campagnola,
Paul Campagnola,3D; Cartilage; Collagen; Microscopy; Scattering; Second harmonic generation
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,biophotonics; nonlinear microscopy; optical properties; Second-harmonic generation; tissue characterization
Paul Campagnola,Collagen; Image analysis; Second harmonic generation; Texture analysis
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,collagen; elastin; fibrosis; image analysis; imaging; second harmonic generation
Paul Campagnola,Anisotropy; Colon cancer; Endoscopy; Imaging; Second harmonic generation
Paul Campagnola,
Paul Campagnola,collagen; imaging; scattering; second-harmonic generation; three-dimensional microscopy; tissue
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,biomicrostructures; high throughput; microfabrication; multiphoton excitation; temporal focusing
Paul Campagnola,
Paul Campagnola,Cervical collagen microstructure; Cervical remodeling; Preterm birth; Quantitative ultrasound; Second harmonic generation
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Contact guidance; Crosslinking; Cytoskeleton; Ecm; Morphology
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Bone metastasis; Collagen; Prostate cancer; Radioresistance; Second harmonic generation imaging; Sparc
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Collagen; Diseases.; Muscle; Second harmonic generation
Paul Campagnola,
Paul Campagnola,autofluorescence; disease diagnosis; harmonic generation; multiphoton fluorescence excitation; tissue biopsy
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,anisotropy of scattering; optical coherence tomography (OCT); osteogenesis imperfecta; reflectance-mode confocal scanning laser microscopy (rCSLM); scattering coefficient
Paul Campagnola,laser application; lasers in medicine; pattern recognition; scanning microscopy; second-harmonic generation
Paul Campagnola,image aquisition/recording; microscopy; mie theory; multiple scattering; second-harmonic generation; tissues
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Lasers in medicine; Microscopy; Nonlinear optics; Scattering; Second harmonic generation; Tissues
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Cell adhesion; ECM; Nanofabrication; Scaffolds; Tissue engineering
Paul Campagnola,Acto-myosin; Collagen; Imaging; Non-linear optics; Optical clearing; Polarization; Structural proteins; Two-photon excited fluorescence
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Crosslinking; Diffusion; Extracellular matrix; Fluorescence recovery after photobleaching (FRAP); Multiphoton; Scaffold
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Acto-myosin; Collagen; Green Fluorescent Protein; Imaging; Non-linear optics; Structural proteins; Tubulin; Two-photon excited fluorescence
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Actomyosin; Collagen; Green fluorescent protein; Imaging; Nonlinear optics; Structural proteins; Tubulin; Two-photon excited fluorescence
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,
Paul Campagnola,Collagen; Fluorescence lifetime; Gold nanoparticles; Membrane potential; Two-photon excitation
Randolph Ashton,Assembloids; Circuit formation; Morphogenetic patterning; Network maturation; Signaling centers; Tissue morphology; Vascularization
Randolph Ashton,Bioengineering; Embryonic neural tube; Morphogenesis; Neural rosettes; Neural stem cells (NSCs)
Randolph Ashton,ab initio; Alternatives; Chemical legislation; in silico; in vitro; Read-across; Repeated dose toxicity testing; Safety assessment
Randolph Ashton,
Randolph Ashton,human induced pluripotent stem cells; in vitro modeling; micropattern; Pompe disease; skeletal myocytes; substrate stiffness
Randolph Ashton,Alginate; Neural organoids; Sacrificial molding; Tissue engineering
Randolph Ashton,context-specific regulatory networks; early human neural development; gene regulation; transcriptional regulatory networks
Randolph Ashton,
Randolph Ashton,
Randolph Ashton,Chick embryos; HOX genes; HUES3 HB9:GFP; Regional phenotype; Xenotransplantation
Randolph Ashton,Cell culture systems; Digital image correlation; Microcontact printing; Scanning gradient Fourier transform analysis; Traction force microscopy
Randolph Ashton,
Randolph Ashton,Coat disassembly; COPII; Endoplasmic reticulum; Tether; Trk-fused gene
Randolph Ashton,3-D printing; Bioprinting; Click chemistry; Hydrogels; Morphogen gradients; Organoid morphogenesis; Photochemistry; Sacrificial molding; Tissue cytoarchitecture; Tissue morphology
Randolph Ashton,Cardiac bioengineering; Cardiomyocyte; Microcontact printing; PDMS; Stem cell
Randolph Ashton,Cardiac tissue engineering; Cardiomyocyte; Microcontact printing; PDMS; Stem cell
Randolph Ashton,Actin cytoskeleton; Cell geometry; Chromatin dynamics; High-throughput screening; Microcontact printing
Randolph Ashton,
Randolph Ashton,CRGD; Drug loading; PAMAM dendrimer; Targeted delivery; ?-Cyclodextrin
Randolph Ashton,
Randolph Ashton,
Randolph Ashton,
Randolph Ashton,Advanced manufacturing; Bioengineering; Click chemistry; Issue 92; Micropattern; R-?CP; Robotic microcontact printing; Surface chemistry; Tissue engineering
Randolph Ashton,
Randolph Ashton,Defined tissue culture; Neural stem cells; Neuroectoderm; Neuroepithelial cells
Randolph Ashton,Cardiac tissue engineering; Cardiomyocyte; Cell morphology; Micropatterning; Stem cell; Surface modification
Randolph Ashton,Bioconjugates; Dopaminergic; GABAergic; Human pluripotent stem cells; Multivalency; Sonic hedgehog
Randolph Ashton,
Randolph Ashton,
Randolph Ashton,
Randolph Ashton,bioreactors; high-throughput; microenvironment; systems and computational biology
Randolph Ashton,Alginate; Differentiation; Hydrogel; Modulus; Proliferation; Stem cells
Randolph Ashton,
Randolph Ashton,Alginate; Controlled release; Degradation; Hydrogel; Stem cells
Randolph Ashton,Akt1; Neural progenitor cells; Soft lithography; Sox2 transcription factor
Randolph Ashton,Anthrax; Inhibitors; Lipids; Polyvalency; Toxin; Vesicles
David Beebe,Circulating tumor cells; DNA methylation; Low-input; Rare analyte; Semi-automation
David Beebe,
David Beebe,homeostasis; microscale cell culture; oxygen microenvironment; physioxia; supply–demand balance
David Beebe,
David Beebe,Melanoma; Microfluidics; Senescence; Tumor microenvironment
David Beebe,3-D tumor-on-chip models; Bone metastases; Clinical trials targeting bone metastases; Tumor microenvironment
David Beebe,
David Beebe,functional analyses; molecular analyses; prostate; tissue processing; tumor microenvironment
David Beebe,cabozantinib; cancer immunology; microfluidics; renal cell carcinoma; tumor microenvironment
David Beebe,
David Beebe,
David Beebe,
David Beebe,forward migration; microfluidic; migration; neutrophils; reverse migration
David Beebe,Blood vessels; Blood-vessel-on-a-chip; Endothelial cells; Extracellular matrix; Inflammation; Leukocyte transendothelial migration; Migration dynamics; Physiological hydrogel; Tissue
David Beebe,Fibroblasts; Head and Neck Cancer; lymphangiogenesis; Lymphatics; Microfluidics; Patient-Specific Model
David Beebe,Epigenetic biomarker; Microfluidics; PDCO; Primary culture; Prostate cancer
David Beebe,biomarkers; circulating tumor cells; clear cell renal cell carcinoma; exclusion-based sample preparation; pharmacodynamic; prognostic
David Beebe,cancer immunology; microfluidic; tumor microenvironment
David Beebe,Endothelium; Fungal infection; Innate immunity; Microfluidics; Monocyte
David Beebe,
David Beebe,Cancer cell extravasation; Endothelial vessels; Induced pluripotent stem cell-derived endothelial cells; Microfluidic in vitro model; Therapeutic drug testing platform
David Beebe,
David Beebe,
David Beebe,3D extracellular matrix; chemical screening; cleft lip and palate; embryonic morphogenesis; epithelial mesenchymal cross-talk; gene environment interaction; paracrine signaling; signaling gradient
David Beebe,cell culture incubators; lab-on-a-chip; microfluidics; microtechnology
David Beebe,
David Beebe,
David Beebe,Microfluidics; Redox ratio; Tumor metabolism; Tumor-on-a-chip
David Beebe,
David Beebe,
David Beebe,
David Beebe,Cellular plasticity; Extracellular matrix; Stromal heterogeneity; Therapy resistance; Tumor microenvironment
David Beebe,
David Beebe,
David Beebe,developmental toxicity; engineered organoids; human microphysiological systems; microfluidics devices; synthetic hydrogels
David Beebe,
David Beebe,3D collagen; Breast cancer; ECM composition; Fibronectin; Microfluidics; Organotypic
David Beebe,
David Beebe,automation; circulating tumor cells; microwell array; single cell; transcriptomics
David Beebe,3D; breast cancer; drugs; environmental chemicals; microenvironment
David Beebe,breast cancer; estrogen receptor-positive; lymphatic; microfluidic; triple-negative
David Beebe,Immunotherapy; NK cells; Organotypic models; Solid tumors; Tumor-on-a-chip
David Beebe,Anti-angiogenics; Kidney cancer on-a-chip; Organotypic models; Precision oncology; Renal cell carcinoma
David Beebe,
David Beebe,exclusive liquid repellency; multi-liquid-phase; open microfluidics; single-particle processing; underoil
David Beebe,
David Beebe,
David Beebe,Lumen; Microfluidics; Polystyrene
David Beebe,collagen; ECM; hydrogel; Matrigel; PEG; variance
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Lymphatic vessel; Microfluidic; Organotypic; Tumor microenvironment
David Beebe,cancer; estrogen; hormone therapy; obesity
David Beebe,
David Beebe,Anti-angiogenic; Carcinoma; Lumen; Model; Organotypic; Renal
David Beebe,Antibody-dependent cell cytotoxicity; microfluidics; Natural Killer cell; organotypic model; solid tumor
David Beebe,
David Beebe,
David Beebe,3D model; Breast cancer; DCIS; Microfluidics; Organotypic
David Beebe,
David Beebe,
David Beebe,
David Beebe,Cancer cells; Differential pulse voltammetry; Label-free detection; Microfluidics; Point-of-care
David Beebe,
David Beebe,cell culture; liquid repellency; rare cell; single cell; underoil
David Beebe,
David Beebe,direct mRNA targets; microRNAs; miFAST; miRNA characterization
David Beebe,
David Beebe,endothelial cells; in vitro modeling; induced pluripotent stem cells; neutrophils; organotypic/organ-on-a-chip
David Beebe,Metabolic imaging; Palkovits micropunch; Pathology-guided micropunching; Prostate; Tissue microenvironment; Tumor heterogeneity; Vital staining
David Beebe,
David Beebe,high-dimensional morphological analysis; mesenchymal stromal cells; microfluidics; MSC; substrate modification
David Beebe,
David Beebe,Cervical cancer; Estrogen; Human papillomavirus; Paracrine signaling; Stroma
David Beebe,
David Beebe,
David Beebe,bronchoalveolar; clinical automation; lab on a chip; lavage; lung cancer; microtechnology; solid-phase extraction
David Beebe,chemokinesis; chemotaxis; Cxcr1; Cxcr2; fugetaxis; IL-8; reverse migration; wound
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Adverse outcome pathway; Chemotherapy sensitivity and resistance assays; Microenvironment; Personalized medicine; Targeted therapy
David Beebe,Compartmentalization; Heterotypic interactions; Microfluidic; Multi-culture; Principal component analysis
David Beebe,
David Beebe,
David Beebe,air/liquid interface; AirJump; exclusion-based sample prep; extraction; paramagnetic particles; purification
David Beebe,
David Beebe,
David Beebe,3D culture; Biomaterials; Blood Vessel; Microfluidic; Thiolene; Tissue Engineering
David Beebe,
David Beebe,
David Beebe,Chemosensitivity and resistance; Organ-on-a-chip; Personalized-medicine
David Beebe,3D cell culture; Luminal structure; Microfluidics; Organotypic model; Tumor microenvironment
David Beebe,Angiogenesis; Extracellular matrix; Lumens; Microfluidics; Organotypic models
David Beebe,
David Beebe,botulinum neurotoxin; cell-based assays; media optimization; toxicology
David Beebe,
David Beebe,Chemotaxis; Integrin regulatory proteins; Microfluidics; Neutrophil
David Beebe,Cell-free protein synthesis; Luminescence; Passive pumping; Ricin; Toxin detection
David Beebe,
David Beebe,
David Beebe,Chemotaxis; Gradients; Migrations; Neutrophils
David Beebe,assay; cell based; high throughput; low cost; microfluidic
David Beebe,
David Beebe,3D; Breast cancer; Ductal carcinoma in situ; Extracellular matrix; Lumen; Mammary duct; Microenvironment; Microfluidics
